,1,2,3.0,Page Level 4,Page Layout,Existing / Additional Page ?,Inspiration / Current URL (if existing page),Who should write the content?,Notes,Target Keyword,SV,KWD,Additional KWs,Old H1,New Header,Old Title,New Title,Chars (50-65),URL,Old Metas,New Meta Description,Chars (130-160),Type of Content ,Notes,"Original URL 
(if rewritten) ",Document Link,Notes,PSD,Des. URL,Notes,Dev. URL,Date Published ,Live URL ,map_id,map_data,meta_tag,H1_tag,New Header ,Extracted Text,Meta_Link,H1_Link,Article_Link,Title_Link,Page_type,H1_id,H1_com,Meta_id,Meta_com,Article_link,Article_id,Title_id,Title_com,H1_Updated_DB,Meta_Updated_DB,Title_Updated_DB,Fields_Tables_D
65,,RSS Feeds,,,,Existing Page,https://linuxsecurity.com/about/linuxsecurity-rss-feeds,,,RSS Feeds,,,,LinuxSecurity.com's RSS Feeds,RSS Feeds,LinuxSecurity.com's RSS Feeds & Distribution RSS Advisories,Use Our RSS Feeds for Effortless LinuxSecurity Updates,54,https://linuxsecurity.com/about/linuxsecurity-rss-feeds,LinuxSecurity.com's RSS Feeds & Distribution RSS Advisories LinuxSecurity.com is the community's central source for information on Linux and open source securit,"Stay updated effortlessly. Access our RSS feeds for the latest in Linux Security, ensuring you're always in the know. Stay up tio date now!",139,Website Page,,,,,,,,,,,65,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,RSS Feeds,linuxsecurity-rss-feeds,index.php?option=com_menu&view=metadescription&id=240,index.php?option=com_sppagebuilder&view=page&id=506,,index.php?option=com_menu&view=metadescription&id=240,SP Page Builder,506,xu5gc_sppagebuilder,240,xu5gc_menu,,,240,xu5gc_menu,False,True,True,False
66,,Privacy Statement,,,,Existing Page,https://linuxsecurity.com/about/privacy-policy,,,Privacy Statement,,,,LinuxSecurity Privacy Statement,Privacy Statement,Privacy Policy,We Care About Your Privacy! Read Our Privacy Policy. ,53,https://linuxsecurity.com/about/privacy-policy,Privacy Policy LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as they a,"Your privacy matters to us. Explore our transparent privacy policy, ensuring your trust and security with Linux Security protocols.",131,Website Page,,,,,,,,,,,66,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,Privacy Statement,privacy-policy,index.php?option=com_menu&view=metadescription&id=1493,index.php?option=com_sppagebuilder&view=page&id=2000,,index.php?option=com_menu&view=metadescription&id=1493,SP Page Builder,2000,xu5gc_sppagebuilder,1493,xu5gc_menu,,,1493,xu5gc_menu,False,True,True,False
67,,Terms of Service,,,,Combine Pages,https://linuxsecurity.com/about/terms-of-service,,,Terms of Service,,,,LinuxSecurity Terms of Service,Terms of Service,Terms of Service,We're Committed to Security! Read Our Terms of Service.,55,https://linuxsecurity.com/about/terms-of-service,Terms of Service LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as they,"Discover our commitment to security. Navigate our transparent terms of service, ensuring trust and reliability with Linux Security.",131,Website Page,,,,,,,,,,,67,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,Terms of Service,terms-of-service,index.php?option=com_menu&view=metadescription&id=1492,index.php?option=com_sppagebuilder&view=page&id=2001,,index.php?option=com_menu&view=metadescription&id=1492,SP Page Builder,2001,xu5gc_sppagebuilder,1492,xu5gc_menu,,,1492,xu5gc_menu,False,True,True,False
68,,Advertising Opportunities,,,,Combine Pages,https://linuxsecurity.com/advertising-opportunities,,"duplicate, consider redirect to https://linuxsecurity.com/about/advertise",Advertising Opportunities,,,,LinuxSecurity: Advertising Opportunities,,Advertising Opportunities,,0,https://linuxsecurity.com/advertising-opportunities,Advertising Opportunities LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trend,,,Website Page,,,,,,,,,,,68,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,,advertising-opportunities,index.php?option=com_menu&view=metadescription&id=1320,index.php?option=com_sppagebuilder&view=page&id=1337,,index.php?option=com_menu&view=metadescription&id=1320,SP Page Builder,1337,xu5gc_sppagebuilder,1320,xu5gc_menu,,,1320,xu5gc_menu,False,True,True,False
69,Register,,,,,Existing Page,https://linuxsecurity.com/register,,,,,,,Register to View Your Favorite LinuxSecurity Content At-a-Glance,Register to View Your Favorite LinuxSecurity Content At-a-Glance,Join LinuxSecurity.com Now,View Your Favorite LinuxSecurity Content At-a-Glance!,53,https://linuxsecurity.com/register,Join LinuxSecurity.com Now LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source tren,Unlock exclusive LinuxSecurity content effortlessly. Register for a comprehensive view of your favorite LinuxSecurity updates and insights,138,Website Page,,,,,,,,,,,69,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,Register to View Your Favorite LinuxSecurity Content At-a-Glance,register,index.php?option=com_menu&view=metadescription&id=232,index.php?option=com_sppagebuilder&view=page&id=1791,,index.php?option=com_menu&view=item&client_id=0&layout=edit&id=232,SP Page Builder Module,1791,xu5gc_sppagebuilder,232,xu5gc_menu,,,232,xu5gc_menu,False,True,True,False
70,Search results,,,,,Existing Page,https://linuxsecurity.com/search?searchword=CVE-2021-4034&searchphrase=all,,consider noindex,,,,,Search results,,Search,,0,https://linuxsecurity.com/search?searchword=CVE-2021-4034&searchphrase=all,Search LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as they affect th,,,Website Page,,,,,,,,,,,70,"['SP Page Builder Module', 'xu5gc_sppagebuilder - `text`', 'xu5gc_menu - `params`']",True,False,,search,,index.php?option=com_sppagebuilder&view=page&id=453,,,SP Page Builder Module,453,xu5gc_sppagebuilder,,,,,,,False,False,False,False
71,General Inquiries,,,,,Existing Page,https://linuxsecurity.com/general-inquiries,,,,,,,LinuxSecurity - General Inquiries,General Inquiries,General Inquiries,Answers to Our General Inquiries Provided by Experts,52,https://linuxsecurity.com/general-inquiries,General Inquiries LinuxSecurity.com is the community's central source for information on Linux and open source security. We follow the open source trends as the,"Connecting you to Linux security expertise. Answers to your inquiries, guidance, and support for a fortified digital environment. Take a look now!",146,Website Page,,,,,,,,,,,71,"['SP Page Builder', 'xu5gc_sppagebuilder - `text` ', 'xu5gc_menu - `params`']",True,True,General Inquiries,general-inquiries,index.php?option=com_menu&view=metadescription&id=1321,index.php?option=com_sppagebuilder&view=page&id=1338,,index.php?option=com_menu&view=metadescription&id=1321,SP Page Builder,1338,xu5gc_sppagebuilder,1321,xu5gc_menu,,,1321,xu5gc_menu,False,True,True,False
72,"Linux Security - Your source for Top Linux News, Advisories, HowTo's and Feature Release.",,,,,Remove Page,https://linuxsecurity.com/?file=/chronicle/archive/2002/06/30/MN152350.DTL,,homepage duplicate,,,,,"Linux Security - Your source for Top Linux News, Advisories, HowTo's and Feature Release.",,Linux Security - Top News | Advisories | HowTo's | Feature Releases,,0,https://linuxsecurity.com/?file=/chronicle/archive/2002/06/30/MN152350.DTL,"Linux Security - Top News | Advisories | HowTo's | Feature Releases Linux Security is dedicated to producing the latest security news, best guides, how-tos, fea",,,Website Page,,,,,,,,,,,72,,False,False,,MN152350.DTL,,,,,,,,,,,,,,False,False,False,False
73,"Linux Security - Your source for Top Linux News, Advisories, HowTo's and Feature Release.",,,,,Remove Page,https://linuxsecurity.com/?sid=03/02/04/2233250&mode=thread&tid=103&tid=123&tid=172,,homepage duplicate,,,,,"Linux Security - Your source for Top Linux News, Advisories, HowTo's and Feature Release.",,Linux Security - Top News | Advisories | HowTo's | Feature Releases,,0,https://linuxsecurity.com/?sid=03/02/04/2233250&mode=thread&tid=103&tid=123&tid=172,"Linux Security - Top News | Advisories | HowTo's | Feature Releases Linux Security is dedicated to producing the latest security news, best guides, how-tos, fea",,,Website Page,,,,,,,,,,,73,,False,False,,2233250&mode=thread&tid=103&tid=123&tid=172,,,,,,,,,,,,,,False,False,False,False
74,ArchLinux: 201409-3: python2: Information leakage through integer overflow,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201409-3-python2-information-leakage-through-integer-overflow,,,,,,,ArchLinux: 201409-3: python2: Information leakage through integer overflow,,ArchLinux: 201409-3: python2: Information leakage through integer o...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201409-3-python2-information-leakage-through-integer-overflow,ArchLinux: 201409-3: python2: Information leakage through integer overflow - Arch Linux Security Advisory ASA-201409-3 Severity: Low Date: 2014-09-26 CVE-ID: CVE-2014-7185 Packa,,0,Website Page,,,,,,,,,,,74,,False,False,,archlinux-201409-3-python2-information-leakage-through-integer-overflow,,,,,,,,,,,,,,False,False,False,False
75,ArchLinux: 201409-4: mediawiki: Cross-site Scripting (XSS),,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201409-4-mediawiki-cross-site-scripting-xss,,,,,,,ArchLinux: 201409-4: mediawiki: Cross-site Scripting (XSS),,ArchLinux: 201409-4: mediawiki: Cross-site Scripting (XSS) | LinuxS...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201409-4-mediawiki-cross-site-scripting-xss,ArchLinux: 201409-4: mediawiki: Cross-site Scripting (XSS) - Arch Linux Security Advisory ASA-201409-4 Severity: High Date: 2014-09-29 CVE-ID: CVE-7199 Package :,,0,Website Page,,,,,,,,,,,75,,False,False,,archlinux-201409-4-mediawiki-cross-site-scripting-xss,,,,,,,,,,,,,,False,False,False,False
76,ArchLinux: 201409-5: libvirt: out-of-bounds read access,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201409-5-libvirt-out-of-bounds-read-access,,,,,,,ArchLinux: 201409-5: libvirt: out-of-bounds read access,,ArchLinux: 201409-5: libvirt: out-of-bounds read access | LinuxSecu...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201409-5-libvirt-out-of-bounds-read-access,ArchLinux: 201409-5: libvirt: out-of-bounds read access - Arch Linux Security Advisory ASA-201409-5 Severity: Medium Date: 2014-09-29 CVE-ID: CVE-3633 Package,,0,Website Page,,,,,,,,,,,76,,False,False,,archlinux-201409-5-libvirt-out-of-bounds-read-access,,,,,,,,,,,,,,False,False,False,False
77,ArchLinux: 201410-1: rsyslog: remote denial of service,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-1-rsyslog-remote-denial-of-service,,,,,,,ArchLinux: 201410-1: rsyslog: remote denial of service,,ArchLinux: 201410-1: rsyslog: remote denial of service | LinuxSecur...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-1-rsyslog-remote-denial-of-service,ArchLinux: 201410-1: rsyslog: remote denial of service - Arch Linux Security Advisory ASA-201410-1 Severity: Medium Date: 2014-10-01 CVE-ID: CVE-2014-3634 Pa,,0,Website Page,,,,,,,,,,,77,,False,False,,archlinux-201410-1-rsyslog-remote-denial-of-service,,,,,,,,,,,,,,False,False,False,False
78,"ArchLinux: 201410-10: libvncserver: remote code execution, denial of service",,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-10-libvncserver-remote-code-execution-denial-of-service,,,,,,,"ArchLinux: 201410-10: libvncserver: remote code execution, denial of service",,"ArchLinux: 201410-10: libvncserver: remote code execution, denial o...",,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-10-libvncserver-remote-code-execution-denial-of-service,"ArchLinux: 201410-10: libvncserver: remote code execution, denial of service - Arch Linux Security Advisory ASA-201410-10 Severity: Critical Date: 2014-10-24 CVE-ID: CVE-2014-6051",,0,Website Page,,,,,,,,,,,78,,False,False,,archlinux-201410-10-libvncserver-remote-code-execution-denial-of-service,,,,,,,,,,,,,,False,False,False,False
79,ArchLinux: 201410-11: ctags: Denial of service,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-11-ctags-denial-of-service,,,,,,,ArchLinux: 201410-11: ctags: Denial of service,,ArchLinux: 201410-11: ctags: Denial of service | LinuxSecurity.com,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-11-ctags-denial-of-service,ArchLinux: 201410-11: ctags: Denial of service - Arch Linux Security Advisory ASA-201410-11 Severity: Medium Date: 2014-10-24 CVE-ID: CVE-2014-7204 P,,0,Website Page,,,,,,,,,,,79,,False,False,,archlinux-201410-11-ctags-denial-of-service,,,,,,,,,,,,,,False,False,False,False
80,ArchLinux: 201410-12: libxml2: Denial of service,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-12-libxml2-denial-of-service,,,,,,,ArchLinux: 201410-12: libxml2: Denial of service,,ArchLinux: 201410-12: libxml2: Denial of service | LinuxSecurity.com,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-12-libxml2-denial-of-service,"ArchLinux: 201410-12: libxml2: Denial of service - Arch Linux Security Advisory ASA-201410-12 Severity: Medium Date: 2014-10-24 CVE-ID: CVE-2014-0191,",,0,Website Page,,,,,,,,,,,80,,False,False,,archlinux-201410-12-libxml2-denial-of-service,,,,,,,,,,,,,,False,False,False,False
81,ArchLinux: 201410-13: ejabberd: circumvention of encryption,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-13-ejabberd-circumvention-of-encryption,,,,,,,ArchLinux: 201410-13: ejabberd: circumvention of encryption,,ArchLinux: 201410-13: ejabberd: circumvention of encryption | Linux...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-13-ejabberd-circumvention-of-encryption,ArchLinux: 201410-13: ejabberd: circumvention of encryption - Arch Linux Security Advisory ASA-201410-13 Severity: High Date: 2014-10-27 CVE-ID: CVE-2014-8760 Pac,,0,Website Page,,,,,,,,,,,81,,False,False,,archlinux-201410-13-ejabberd-circumvention-of-encryption,,,,,,,,,,,,,,False,False,False,False
82,ArchLinux: 201410-14: wget: arbitrary filesystem access,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-14-wget-arbitrary-filesystem-access,,,,,,,ArchLinux: 201410-14: wget: arbitrary filesystem access,,ArchLinux: 201410-14: wget: arbitrary filesystem access | LinuxSecu...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-14-wget-arbitrary-filesystem-access,ArchLinux: 201410-14: wget: arbitrary filesystem access - Arch Linux Security Advisory ASA-201410-14 Severity: Medium Date: 2014-10-29 CVE-ID: CVE-2014-4877 P,,0,Website Page,,,,,,,,,,,82,,False,False,,archlinux-201410-14-wget-arbitrary-filesystem-access,,,,,,,,,,,,,,False,False,False,False
83,ArchLinux: 201410-3: mediawiki: Cross-site Scripting (XSS) and UI redressing,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-3-mediawiki-cross-site-scripting-xss-and-ui-redressing,,,,,,,ArchLinux: 201410-3: mediawiki: Cross-site Scripting (XSS) and UI redressing,,ArchLinux: 201410-3: mediawiki: Cross-site Scripting (XSS) and UI r...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-3-mediawiki-cross-site-scripting-xss-and-ui-redressing,ArchLinux: 201410-3: mediawiki: Cross-site Scripting (XSS) and UI redressing - Arch Linux Security Advisory ASA-201410-3 Severity: Medium Date: 2014-10-04 CVE-ID: CVE-2014-7295 Pa,,0,Website Page,,,,,,,,,,,83,,False,False,,archlinux-201410-3-mediawiki-cross-site-scripting-xss-and-ui-redressing,,,,,,,,,,,,,,False,False,False,False
84,ArchLinux: 201410-4: zeromq: Man-in-the-middle downgrade and replay attack,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-4-zeromq-man-in-the-middle-downgrade-and-replay-attack,,,,,,,ArchLinux: 201410-4: zeromq: Man-in-the-middle downgrade and replay attack,,ArchLinux: 201410-4: zeromq: Man-in-the-middle downgrade and replay...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-4-zeromq-man-in-the-middle-downgrade-and-replay-attack,ArchLinux: 201410-4: zeromq: Man-in-the-middle downgrade and replay attack - Arch Linux Security Advisory ASA-201410-4 Severity: Medium Date: 2014-10-15 CVE-ID: CVE-2014-7202 CV,,0,Website Page,,,,,,,,,,,84,,False,False,,archlinux-201410-4-zeromq-man-in-the-middle-downgrade-and-replay-attack,,,,,,,,,,,,,,False,False,False,False
85,ArchLinux: 201410-5: rsyslog: remote denial of service,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-5-rsyslog-remote-denial-of-service,,,,,,,ArchLinux: 201410-5: rsyslog: remote denial of service,,ArchLinux: 201410-5: rsyslog: remote denial of service | LinuxSecur...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-5-rsyslog-remote-denial-of-service,ArchLinux: 201410-5: rsyslog: remote denial of service - Arch Linux Security Advisory ASA-201410-5 Severity: Medium Date: 2014-10-08 CVE-ID: CVE-2014-3683 Pa,,0,Website Page,,,,,,,,,,,85,,False,False,,archlinux-201410-5-rsyslog-remote-denial-of-service,,,,,,,,,,,,,,False,False,False,False
86,ArchLinux: 201410-6: openssl: denial of service / man-in-the-middle / poodle mitigation,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-6-openssl-denial-of-service-man-in-the-middle-poodle-mitigation,,,,,,,ArchLinux: 201410-6: openssl: denial of service / man-in-the-middle / poodle mitigation,,ArchLinux: 201410-6: openssl: denial of service / man-in-the-middle...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-6-openssl-denial-of-service-man-in-the-middle-poodle-mitigation,"ArchLinux: 201410-6: openssl: denial of service / man-in-the-middle / poodle mitigation - Arch Linux Security Advisory ASA-201410-6 Severity: High Date: 2014-10-16 CVE-ID: CVE-2014-3513, CVE",,0,Website Page,,,,,,,,,,,86,,False,False,,archlinux-201410-6-openssl-denial-of-service-man-in-the-middle-poodle-mitigation,,,,,,,,,,,,,,False,False,False,False
87,ArchLinux: 201410-7: drupal: pre-auth sql injection,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-7-drupal-pre-auth-sql-injection,,,,,,,ArchLinux: 201410-7: drupal: pre-auth sql injection,,ArchLinux: 201410-7: drupal: pre-auth sql injection | LinuxSecurity...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-7-drupal-pre-auth-sql-injection,ArchLinux: 201410-7: drupal: pre-auth sql injection - Arch Linux Security Advisory ASA-201410-7 Severity: Critical Date: 2014-10-16 CVE-ID: CVE-2014-3704,,0,Website Page,,,,,,,,,,,87,,False,False,,archlinux-201410-7-drupal-pre-auth-sql-injection,,,,,,,,,,,,,,False,False,False,False
88,"ArchLinux: 201410-8: wpa_supplicant, hostapd: Arbitrary command execution",,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-8-wpa-supplicant-hostapd-arbitrary-command-execution,,,,,,,"ArchLinux: 201410-8: wpa_supplicant, hostapd: Arbitrary command execution",,"ArchLinux: 201410-8: wpa_supplicant, hostapd: Arbitrary command exe...",,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-8-wpa-supplicant-hostapd-arbitrary-command-execution,"ArchLinux: 201410-8: wpa_supplicant, hostapd: Arbitrary command execution - Arch Linux Security Advisory ASA-201410-8 Severity: Critical Date: 2014-10-20 CVE-ID: CVE-2014-3686",,0,Website Page,,,,,,,,,,,88,,False,False,,archlinux-201410-8-wpa-supplicant-hostapd-arbitrary-command-execution,,,,,,,,,,,,,,False,False,False,False
89,ArchLinux: 201410-9: libpurple: remote dos and information leakage,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-9-libpurple-remote-dos-and-information-leakage,,,,,,,ArchLinux: 201410-9: libpurple: remote dos and information leakage,,ArchLinux: 201410-9: libpurple: remote dos and information leakage ...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201410-9-libpurple-remote-dos-and-information-leakage,"ArchLinux: 201410-9: libpurple: remote dos and information leakage - Arch Linux Security Advisory ASA-201410-9 Severity: High Date: 2014-10-22 CVE-ID: CVE-2014-3695, CVE",,0,Website Page,,,,,,,,,,,89,,False,False,,archlinux-201410-9-libpurple-remote-dos-and-information-leakage,,,,,,,,,,,,,,False,False,False,False
90,ArchLinux: 201411-1: tnftp: arbitrary command execution,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-1-tnftp-arbitrary-command-execution,,,,,,,ArchLinux: 201411-1: tnftp: arbitrary command execution,,ArchLinux: 201411-1: tnftp: arbitrary command execution | LinuxSecu...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-1-tnftp-arbitrary-command-execution,ArchLinux: 201411-1: tnftp: arbitrary command execution - Arch Linux Security Advisory ASA-201411-1 Severity: High Date: 2014-11-01 CVE-ID: CVE-2014-8517 Pack,,0,Website Page,,,,,,,,,,,90,,False,False,,archlinux-201411-1-tnftp-arbitrary-command-execution,,,,,,,,,,,,,,False,False,False,False
91,ArchLinux: 201411-10: gnutls: out-of-bounds memory write,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-10-gnutls-out-of-bounds-memory-write,,,,,,,ArchLinux: 201411-10: gnutls: out-of-bounds memory write,,ArchLinux: 201411-10: gnutls: out-of-bounds memory write | LinuxSec...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-10-gnutls-out-of-bounds-memory-write,ArchLinux: 201411-10: gnutls: out-of-bounds memory write - Arch Linux Security Advisory ASA-201411-10 Severity: Medium Date: 2014-11-12 CVE-ID: CVE-2014-8564 P,,0,Website Page,,,,,,,,,,,91,,False,False,,archlinux-201411-10-gnutls-out-of-bounds-memory-write,,,,,,,,,,,,,,False,False,False,False
92,ArchLinux: 201411-11: flashplugin: remote code execution,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-11-flashplugin-remote-code-execution,,,,,,,ArchLinux: 201411-11: flashplugin: remote code execution,,ArchLinux: 201411-11: flashplugin: remote code execution | LinuxSec...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-11-flashplugin-remote-code-execution,ArchLinux: 201411-11: flashplugin: remote code execution - Arch Linux Security Advisory ASA-201411-11 Severity: Critical Date: 2014-11-13 CVE-ID: CVE-2014-0573,,0,Website Page,,,,,,,,,,,92,,False,False,,archlinux-201411-11-flashplugin-remote-code-execution,,,,,,,,,,,,,,False,False,False,False
93,ArchLinux: 201411-12: imagemagick: denial of service,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-12-imagemagick-denial-of-service,,,,,,,ArchLinux: 201411-12: imagemagick: denial of service,,ArchLinux: 201411-12: imagemagick: denial of service | LinuxSecurit...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-12-imagemagick-denial-of-service,ArchLinux: 201411-12: imagemagick: denial of service - Arch Linux Security Advisory ASA-201411-12 Severity: Low Date: 2014-11-13 CVE-ID: CVE-2014-8716 Pack,,0,Website Page,,,,,,,,,,,93,,False,False,,archlinux-201411-12-imagemagick-denial-of-service,,,,,,,,,,,,,,False,False,False,False
94,ArchLinux: 201411-13: php: denial of service,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-13-php-denial-of-service,,,,,,,ArchLinux: 201411-13: php: denial of service,,ArchLinux: 201411-13: php: denial of service | LinuxSecurity.com,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-13-php-denial-of-service,ArchLinux: 201411-13: php: denial of service - Arch Linux Security Advisory ASA-201411-13 Severity: Medium Date: 2014-11-13 CVE-ID: CVE-2014-3710 P,,0,Website Page,,,,,,,,,,,94,,False,False,,archlinux-201411-13-php-denial-of-service,,,,,,,,,,,,,,False,False,False,False
95,"ArchLinux: 201411-14: linux: local denial of service, privilege escalation",,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-14-linux-local-denial-of-service-privilege-escalation,,,,,,,"ArchLinux: 201411-14: linux: local denial of service, privilege escalation",,"ArchLinux: 201411-14: linux: local denial of service, privilege esc...",,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-14-linux-local-denial-of-service-privilege-escalation,"ArchLinux: 201411-14: linux: local denial of service, privilege escalation - Arch Linux Security Advisory ASA-201411-14 Severity: Medium Date: 2014-11-17 CVE-ID: CVE-2014-3610,",,0,Website Page,,,,,,,,,,,95,,False,False,,archlinux-201411-14-linux-local-denial-of-service-privilege-escalation,,,,,,,,,,,,,,False,False,False,False
96,"ArchLinux: 201411-15: linux-lts: local denial of service, privilege escalation",,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-15-linux-lts-local-denial-of-service-privilege-escalation,,,,,,,"ArchLinux: 201411-15: linux-lts: local denial of service, privilege escalation",,"ArchLinux: 201411-15: linux-lts: local denial of service, privilege...",,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-15-linux-lts-local-denial-of-service-privilege-escalation,"ArchLinux: 201411-15: linux-lts: local denial of service, privilege escalation - Arch Linux Security Advisory ASA-201411-15 Severity: Medium Date: 2014-11-17 CVE-ID: CVE-2014-3610,",,0,Website Page,,,,,,,,,,,96,,False,False,,archlinux-201411-15-linux-lts-local-denial-of-service-privilege-escalation,,,,,,,,,,,,,,False,False,False,False
97,ArchLinux: 201411-16: ruby: denial of service,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-16-ruby-denial-of-service,,,,,,,ArchLinux: 201411-16: ruby: denial of service,,ArchLinux: 201411-16: ruby: denial of service | LinuxSecurity.com,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-16-ruby-denial-of-service,ArchLinux: 201411-16: ruby: denial of service - Arch Linux Security Advisory ASA-201411-16 Severity: Medium Date: 2014-11-17 CVE-ID: CVE-2014-8090 P,,0,Website Page,,,,,,,,,,,97,,False,False,,archlinux-201411-16-ruby-denial-of-service,,,,,,,,,,,,,,False,False,False,False
98,ArchLinux: 201411-17: binutils: multiple issues,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-17-binutils-multiple-issues,,,,,,,ArchLinux: 201411-17: binutils: multiple issues,,ArchLinux: 201411-17: binutils: multiple issues | LinuxSecurity.com,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-17-binutils-multiple-issues,ArchLinux: 201411-17: binutils: multiple issues - Arch Linux Security Advisory ASA-201411-17 Severity: Medium Date: 2014-11-19 CVE-ID: CVE-2014-8484 C,,0,Website Page,,,,,,,,,,,98,,False,False,,archlinux-201411-17-binutils-multiple-issues,,,,,,,,,,,,,,False,False,False,False
99,ArchLinux: 201411-18: arm-none-eabi-binutils: multiple issues,,,,,Existing Page,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-18-arm-none-eabi-binutils-multiple-issues,,,,,,,ArchLinux: 201411-18: arm-none-eabi-binutils: multiple issues,,ArchLinux: 201411-18: arm-none-eabi-binutils: multiple issues | Lin...,,0,https://linuxsecurity.com/advisories/archlinux/archlinux-201411-18-arm-none-eabi-binutils-multiple-issues,ArchLinux: 201411-18: arm-none-eabi-binutils: multiple issues - Arch Linux Security Advisory ASA-201411-18 Severity: Medium Date: 2014-11-19 CVE-ID: CVE-2014-8484 C,,0,Website Page,,,,,,,,,,,99,,False,False,,archlinux-201411-18-arm-none-eabi-binutils-multiple-issues,,,,,,,,,,,,,,False,False,False,False
